Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A221J1V1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A221J1Y6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A221J272	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A221J288	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A221J299	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A221J2P7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A221J2Q7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A221J2R3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A221J2T2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A221KM41	unreviewed	Protein Vpr	11723	Simian immunodeficiency virus	101	IPR000012	3..84
A0A221KM60	unreviewed	Vpx protein	11723	Simian immunodeficiency virus	112	IPR000012	5..98
A0A221SE95	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A221SEH3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A221SEI1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A221SEQ1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A221SER4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A221SER7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A222Z984	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222Z9A8	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222Z9I9	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222Z9K5	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222Z9K6	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222Z9L7	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222Z9N5	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222Z9R2	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222Z9Y0	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222Z9Z3	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZA07	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZA40	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZA51	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZA65	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZA72	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZA81	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZA87	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZA95	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..21
A0A222ZAA8	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZAB8	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZAE8	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZAH1	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZAK2	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZAL2	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZAN5	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZAN7	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZAQ6	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZAS7	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZAX7	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZAY0	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZB36	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZB46	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZB71	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZB86	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZB97	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZBA9	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZBB6	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZBD1	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZBE0	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZBE8	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZBG3	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZBH4	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZBI7	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZBJ9	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZBK3	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZBK9	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZBU6	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZBW3	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZC14	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZC20	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZC23	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZC76	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZCH1	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZCM8	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZCT1	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A222ZCZ7	unreviewed	Vpr protein	11723	Simian immunodeficiency virus	40	IPR000012	1..23
A0A248R266	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286JTS9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286JTT7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	100	IPR000012	1..82
A0A286KB77	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286KB86	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LFN0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..82
A0A286LFN9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
A0A286LFP8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LFQ5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LFR3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LFS2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
A0A286LFT0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..82
A0A286LFT9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LFV7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LFW6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LFX5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LFY4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LFZ3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LG01	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LG10	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LG19	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
A0A286LG28	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LG37	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LG46	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LG61	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LG69	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LG78	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LG87	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LG96	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGA5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGB4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGC3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..83
A0A286LGD0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGD8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGE7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGF5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGG4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGH3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGI2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGJ1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGJ9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGK8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGL7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGM6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGN5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGP3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGQ2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGR1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGS0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGS9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGT8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGU7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGV6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGW5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGX6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGY5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LGZ4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LH02	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LH08	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LH16	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LH25	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LH34	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
A0A286LH43	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LH52	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
A0A286LH60	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LH69	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LH92	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LH99	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
A0A286LHA7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LHB6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LHC5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LHD4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LHE2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LHF0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LHF9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LHG7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LHH3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LHI0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..82
A0A286LHI9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LHJ8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LHK7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LHL6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286LHM4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286NAH3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..82
A0A286NAI2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286NAJ5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286NAK3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286NAL2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286NAN0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286NAN9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..82
A0A286QYD0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A286R170	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	36	IPR000012	1..22
A0A286R176	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	78	IPR000012	3..64
A0A286R183	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	34	IPR000012	1..20
A0A286R186	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	65	IPR000012	1..51
A0A286R189	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	73	IPR000012	1..59
A0A286S7T9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..82
A0A288CFT1	unreviewed	Protein Vpr	11706	Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)	78	IPR000012	1..78
A0A290LLA5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2D3HWN8	unreviewed	Protein Vpr	11709	Human immunodeficiency virus 2	109	IPR000012	6..87
A0A2D3HWP2	unreviewed	Vpx protein	11709	Human immunodeficiency virus 2	112	IPR000012	5..98
A0A2D3HWP8	unreviewed	Vpx protein	11709	Human immunodeficiency virus 2	112	IPR000012	5..98
A0A2D3HWQ2	unreviewed	Protein Vpr	11709	Human immunodeficiency virus 2	109	IPR000012	6..87
A0A2D3HWQ9	unreviewed	Protein Vpr	11709	Human immunodeficiency virus 2	110	IPR000012	6..88
A0A2D3HWR0	unreviewed	Vpx protein	11709	Human immunodeficiency virus 2	112	IPR000012	5..98
A0A2D3HWR9	unreviewed	Vpx protein	11709	Human immunodeficiency virus 2	112	IPR000012	5..98
A0A2D3HWS0	unreviewed	Protein Vpr	11709	Human immunodeficiency virus 2	109	IPR000012	6..87
A0A2D3HWS7	unreviewed	Vpx protein	11709	Human immunodeficiency virus 2	112	IPR000012	5..98
A0A2D3HWT1	unreviewed	Protein Vpr	11709	Human immunodeficiency virus 2	104	IPR000012	7..87
A0A2D3HWT8	unreviewed	Vpx protein	11709	Human immunodeficiency virus 2	112	IPR000012	5..98
A0A2D3HWU2	unreviewed	Protein Vpr	11709	Human immunodeficiency virus 2	104	IPR000012	7..87
A0A2D3HWV1	unreviewed	Vpx protein	11709	Human immunodeficiency virus 2	112	IPR000012	5..98
A0A2D3HWV2	unreviewed	Protein Vpr	11709	Human immunodeficiency virus 2	110	IPR000012	6..88
A0A2D3HWW1	unreviewed	Vpx protein	11709	Human immunodeficiency virus 2	112	IPR000012	5..98
A0A2D3HWW2	unreviewed	Protein Vpr	11709	Human immunodeficiency virus 2	110	IPR000012	6..88
A0A2D3HWX0	unreviewed	Vpx protein	11709	Human immunodeficiency virus 2	112	IPR000012	5..94
A0A2D3HWX3	unreviewed	Protein Vpr	11709	Human immunodeficiency virus 2	110	IPR000012	6..88
A0A2D3HWX7	unreviewed	Vpx protein	11709	Human immunodeficiency virus 2	112	IPR000012	5..94
A0A2D3HWY3	unreviewed	Vpx protein	11709	Human immunodeficiency virus 2	112	IPR000012	5..98
A0A2D3HWY8	unreviewed	Protein Vpr	11709	Human immunodeficiency virus 2	110	IPR000012	6..88
A0A2D3HWZ2	unreviewed	Vpx protein	11709	Human immunodeficiency virus 2	112	IPR000012	5..98
A0A2D3HWZ9	unreviewed	Protein Vpr	11709	Human immunodeficiency virus 2	105	IPR000012	7..88
A0A2D3HX00	unreviewed	Vpx protein	11709	Human immunodeficiency virus 2	112	IPR000012	5..98
A0A2D3HX07	unreviewed	Protein Vpr	11709	Human immunodeficiency virus 2	105	IPR000012	7..88
A0A2D3HX19	unreviewed	Protein Vpr	11709	Human immunodeficiency virus 2	105	IPR000012	7..88
A0A2H4EAG7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2H4IBS3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2H4IBS6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	93	IPR000012	1..79
A0A2H4IBV5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2H4IBW0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2H4IBW9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2H4ULP6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2H4ULP9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2H4ULQ3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2H4ULT0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	92	IPR000012	1..78
A0A2H4ULT3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2H4ULT6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	98	IPR000012	1..82
A0A2H4ULV1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	98	IPR000012	1..82
A0A2H4ULY7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	98	IPR000012	1..82
A0A2H4ULZ5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2H4UM01	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2H4UM13	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6B7K8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6PIH4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6PIJ1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6PIJ9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6PIK9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6PIL4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6PIL6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6PIM4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6PIN0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6PIN1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6SJJ7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6SJP0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6SJP6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6SJQ0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6SJQ2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6SJR1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6SJR8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
A0A2I6SJT7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U1Z0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U219	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U251	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U266	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U290	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U297	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U2F4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U2H8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U2N8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U2P9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U2Z7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U2Z8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U310	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U311	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U327	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U3E6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
A0A2I6U3L0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U3N4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U3Q6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U3R9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U439	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
A0A2I6U4E4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U4P3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U4Q4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U4V2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..82
A0A2I6U4Z0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..82
A0A2I6U569	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U5F7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U5G2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U5M1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
